M,Dur,A_count,Count,oriMac,date,Moment
"7.8-184,55,101,29,72,107",12.0,4.0,1534.0,"184,55,101,29,72,107",7.8,12.0
"7.8-4,207,140,11,128,186",12.0,4.0,504.0,"4,207,140,11,128,186",7.8,12.0
"7.8-92,102,108,72,204,105",12.0,6.0,337.0,"92,102,108,72,204,105",7.8,12.0
"7.8-64,68,253,44,108,157",12.0,3.0,135.0,"64,68,253,44,108,157",7.8,12.0
"7.8-112,138,9,131,175,199",12.0,3.0,733.0,"112,138,9,131,175,199",7.8,12.0
"7.8-88,102,186,101,140,144",11.88,2.0,504.0,"88,102,186,101,140,144",7.8,11.88
"7.8-236,1,238,73,129,10",11.62,2.0,99.0,"236,1,238,73,129,10",7.8,11.62
"7.8-236,193,171,217,136,197",12.0,2.0,154.0,"236,193,171,217,136,197",7.8,12.0
"7.8-36,82,106,59,81,234",12.0,2.0,240.0,"36,82,106,59,81,234",7.8,12.0
"7.8-220,245,5,135,187,95",4.7,2.0,88.0,"220,245,5,135,187,95",7.8,4.7
"7.8-172,93,92,15,82,225",3.62,2.0,204.0,"172,93,92,15,82,225",7.8,3.62
"7.8-156,95,90,12,124,73",12.02,7.0,592.0,"156,95,90,12,124,73",7.8,12.02
"7.8-240,103,40,135,90,171",12.02,3.0,777.0,"240,103,40,135,90,171",7.8,12.02
"7.8-204,129,42,183,42,73",11.85,9.0,554.0,"204,129,42,183,42,73",7.8,11.85
"7.8-48,69,150,180,24,101",12.02,3.0,677.0,"48,69,150,180,24,101",7.8,12.02
"7.8-8,250,121,45,167,67",4.0,4.0,539.0,"8,250,121,45,167,67",7.8,4.0
"7.8-240,98,90,159,90,25",1.27,2.0,17.0,"240,98,90,159,90,25",7.8,1.27
"7.8-8,250,121,183,224,101",4.2,3.0,105.0,"8,250,121,183,224,101",7.8,4.2
"7.8-88,214,151,17,133,245",12.0,2.0,21.0,"88,214,151,17,133,245",7.8,12.0
"7.8-88,198,240,41,58,135",12.03,11.0,921.0,"88,198,240,41,58,135",7.8,12.03
"7.8-220,114,155,222,161,114",4.92,6.0,103.0,"220,114,155,222,161,114",7.8,4.92
"7.8-176,241,236,211,105,14",4.92,2.0,128.0,"176,241,236,211,105,14",7.8,4.92
"7.8-48,231,188,153,110,173",4.95,3.0,33.0,"48,231,188,153,110,173",7.8,4.95
"7.8-208,151,254,40,222,169",12.03,4.0,238.0,"208,151,254,40,222,169",7.8,12.03
"7.8-88,133,233,252,89,161",4.52,2.0,19.0,"88,133,233,252,89,161",7.8,4.52
"7.8-104,74,174,67,128,132",4.88,4.0,40.0,"104,74,174,67,128,132",7.8,4.88
"7.8-208,151,254,41,36,162",4.97,2.0,27.0,"208,151,254,41,36,162",7.8,4.97
"7.8-240,27,108,132,118,12",12.03,2.0,115.0,"240,27,108,132,118,12",7.8,12.03
"7.8-164,201,57,9,43,253",11.92,7.0,413.0,"164,201,57,9,43,253",7.8,11.92
"7.8-132,65,103,218,221,212",5.02,4.0,53.0,"132,65,103,218,221,212",7.8,5.02
"7.8-124,218,195,126,234,181",12.03,4.0,117.0,"124,218,195,126,234,181",7.8,12.03
"7.8-164,125,159,153,152,106",11.58,4.0,152.0,"164,125,159,153,152,106",7.8,11.58
"7.8-76,234,174,20,76,243",12.1,1.0,13.0,"76,234,174,20,76,243",7.8,12.1
"7.8-184,148,54,32,44,55",10.52,5.0,1323.0,"184,148,54,32,44,55",7.8,10.52
"7.8-180,48,74,38,155,214",11.95,1.0,5.0,"180,48,74,38,155,214",7.8,11.95
"7.8-128,214,5,75,8,213",12.08,6.0,156.0,"128,214,5,75,8,213",7.8,12.08
"7.8-28,66,125,50,93,223",12.07,2.0,120.0,"28,66,125,50,93,223",7.8,12.07
"7.8-8,250,121,194,19,245",5.07,3.0,72.0,"8,250,121,194,19,245",7.8,5.07
"7.8-108,33,162,235,7,87",12.18,2.0,120.0,"108,33,162,235,7,87",7.8,12.18
"7.8-24,2,174,207,62,51",10.58,2.0,72.0,"24,2,174,207,62,51",7.8,10.58
"7.8-248,45,124,72,127,16",12.22,7.0,317.0,"248,45,124,72,127,16",7.8,12.22
"7.8-152,207,83,224,116,138",4.2,2.0,163.0,"152,207,83,224,116,138",7.8,4.2
"7.8-20,94,105,93,76,199",12.13,4.0,224.0,"20,94,105,93,76,199",7.8,12.13
"7.8-8,74,207,99,147,223",12.32,7.0,36.0,"8,74,207,99,147,223",7.8,12.32
"7.8-24,208,197,242,97,13",5.13,4.0,9.0,"24,208,197,242,97,13",7.8,5.13
"7.8-48,74,38,133,29,85",2.88,1.0,2.0,"48,74,38,133,29,85",7.8,2.88
"7.8-248,45,125,72,127,16",3.15,1.0,2.0,"248,45,125,72,127,16",7.8,3.15
"7.8-164,204,185,229,56,107",12.55,5.0,40.0,"164,204,185,229,56,107",7.8,12.55
"7.8-156,174,211,194,70,96",4.98,1.0,5.0,"156,174,211,194,70,96",7.8,4.98
"7.8-28,2,25,109,232,179",12.4,3.0,40.0,"28,2,25,109,232,179",7.8,12.4
"7.8-16,74,38,133,29,213",4.32,1.0,2.0,"16,74,38,133,29,213",7.8,4.32
"7.8-168,226,195,233,6,76",3.38,1.0,2.0,"168,226,195,233,6,76",7.8,3.38
"7.8-220,240,144,185,96,48",5.4,2.0,3.0,"220,240,144,185,96,48",7.8,5.4
"7.8-92,74,31,185,183,247",5.47,1.0,7.0,"92,74,31,185,183,247",7.8,5.47
"7.8-48,74,38,155,86,98",3.87,2.0,3.0,"48,74,38,155,86,98",7.8,3.87
"7.8-220,240,144,185,104,112",5.78,1.0,2.0,"220,240,144,185,104,112",7.8,5.78
"7.8-100,82,106,59,81,234",5.58,1.0,2.0,"100,82,106,59,81,234",7.8,5.58
"7.8-112,58,81,118,159,27",11.47,4.0,934.0,"112,58,81,118,159,27",7.8,11.47
"7.8-48,74,39,155,214,98",5.9,2.0,2.0,"48,74,39,155,214,98",7.8,5.9
"7.8-176,223,193,193,47,17",5.38,5.0,26.0,"176,223,193,193,47,17",7.8,5.38
"7.8-4,207,141,11,128,186",5.77,1.0,2.0,"4,207,141,11,128,186",7.8,5.77
"7.8-64,200,31,163,246,107",6.27,1.0,13.0,"64,200,31,163,246,107",7.8,6.27
"7.8-108,217,76,95,253,145",12.88,9.0,185.0,"108,217,76,95,253,145",7.8,12.88
"7.8-164,125,159,153,164,102",5.33,1.0,7.0,"164,125,159,153,164,102",7.8,5.33
"7.8-156,40,64,137,101,160",5.57,3.0,16.0,"156,40,64,137,101,160",7.8,5.57
"7.8-48,123,172,71,127,119",5.22,1.0,4.0,"48,123,172,71,127,119",7.8,5.22
"7.8-204,8,251,70,125,190",13.65,2.0,2.0,"204,8,251,70,125,190",7.8,13.65
"7.8-48,74,6,155,214,98",6.35,2.0,2.0,"48,74,6,155,214,98",7.8,6.35
"7.8-216,50,20,254,96,65",5.8,3.0,3.0,"216,50,20,254,96,65",7.8,5.8
"7.8-20,146,229,137,47,142",6.55,2.0,2.0,"20,146,229,137,47,142",7.8,6.55
"7.8-220,240,144,249,104,48",5.57,1.0,3.0,"220,240,144,249,104,48",7.8,5.57
"7.8-228,163,47,85,234,94",6.07,2.0,4.0,"228,163,47,85,234,94",7.8,6.07
"7.8-156,116,3,24,100,145",10.88,7.0,110.0,"156,116,3,24,100,145",7.8,10.88
"7.8-20,178,245,137,47,142",5.97,1.0,2.0,"20,178,245,137,47,142",7.8,5.97
"7.8-164,220,240,144,185,104",6.68,1.0,2.0,"164,220,240,144,185,104",7.8,6.68
"7.8-12,216,108,203,4,136",5.07,2.0,3.0,"12,216,108,203,4,136",7.8,5.07
"7.8-140,37,5,134,24,48",6.2,4.0,53.0,"140,37,5,134,24,48",7.8,6.2
"7.8-44,21,225,16,68,88",7.35,2.0,2.0,"44,21,225,16,68,88",7.8,7.35
"7.8-252,124,2,134,99,96",5.37,2.0,30.0,"252,124,2,134,99,96",7.8,5.37
"7.8-32,40,62,78,233,36",6.95,2.0,6.0,"32,40,62,78,233,36",7.8,6.95
"7.8-32,40,62,78,237,188",7.32,2.0,7.0,"32,40,62,78,237,188",7.8,7.32
"7.8-168,226,195,232,204,104",5.37,2.0,2.0,"168,226,195,232,204,104",7.8,5.37
"7.8-140,217,214,204,25,121",12.07,2.0,5.0,"140,217,214,204,25,121",7.8,12.07
"7.8-36,17,69,161,50,93",6.47,3.0,175.0,"36,17,69,161,50,93",7.8,6.47
"7.8-28,209,7,152,33,91",7.35,2.0,507.0,"28,209,7,152,33,91",7.8,7.35
"7.8-48,74,38,27,214,98",7.8,3.0,4.0,"48,74,38,27,214,98",7.8,7.8
"7.8-72,76,134,151,123,179",7.55,1.0,12.0,"72,76,134,151,123,179",7.8,7.55
"7.8-212,131,4,236,83,154",6.82,1.0,6.0,"212,131,4,236,83,154",7.8,6.82
"7.8-12,75,84,85,61,8",7.57,3.0,7.0,"12,75,84,85,61,8",7.8,7.57
"7.8-24,242,44,249,231,91",6.98,2.0,5.0,"24,242,44,249,231,91",7.8,6.98
"7.8-116,21,117,93,235,62",7.85,2.0,127.0,"116,21,117,93,235,62",7.8,7.85
"7.8-152,59,103,48,125,41",6.77,1.0,2.0,"152,59,103,48,125,41",7.8,6.77
"7.8-184,99,146,169,68,54",7.12,1.0,2.0,"184,99,146,169,68,54",7.8,7.12
"7.8-164,201,57,205,13,69",7.85,8.0,186.0,"164,201,57,205,13,69",7.8,7.85
"7.8-160,220,240,144,185,104",14.63,1.0,2.0,"160,220,240,144,185,104",7.8,14.63
"7.8-48,123,172,71,127,62",7.6,1.0,2.0,"48,123,172,71,127,62",7.8,7.6
"7.8-172,115,82,79,166,205",6.6,2.0,2.0,"172,115,82,79,166,205",7.8,6.6
"7.8-60,134,209,115,214,231",7.68,7.0,25.0,"60,134,209,115,214,231",7.8,7.68
"7.8-164,201,57,9,107,253",7.33,1.0,2.0,"164,201,57,9,107,253",7.8,7.33
"7.8-208,110,152,171,43,95",6.83,6.0,11.0,"208,110,152,171,43,95",7.8,6.83
"7.8-48,74,38,159,214,98",7.67,2.0,2.0,"48,74,38,159,214,98",7.8,7.67
"7.8-76,24,154,44,218,251",8.38,1.0,11.0,"76,24,154,44,218,251",7.8,8.38
"7.8-108,247,132,46,111,88",14.92,3.0,5.0,"108,247,132,46,111,88",7.8,14.92
"7.8-48,123,172,71,127,116",7.0,2.0,2.0,"48,123,172,71,127,116",7.8,7.0
"7.8-48,74,102,155,214,98",7.93,1.0,3.0,"48,74,102,155,214,98",7.8,7.93
"7.8-48,123,172,71,160,113",7.07,2.0,2.0,"48,123,172,71,160,113",7.8,7.07
"7.8-48,74,38,219,214,98",7.73,2.0,2.0,"48,74,38,219,214,98",7.8,7.73
"7.8-212,80,63,212,233,211",7.12,2.0,2.0,"212,80,63,212,233,211",7.8,7.12
"7.8-136,247,191,181,5,197",7.6,1.0,100.0,"136,247,191,181,5,197",7.8,7.6
"7.8-244,96,226,16,224,222",8.52,1.0,2.0,"244,96,226,16,224,222",7.8,8.52
"7.8-240,98,90,159,90,22",7.52,7.0,97.0,"240,98,90,159,90,22",7.8,7.52
"7.8-220,245,5,135,188,48",8.5,2.0,38.0,"220,245,5,135,188,48",7.8,8.5
"7.8-48,123,172,71,160,50",7.52,1.0,2.0,"48,123,172,71,160,50",7.8,7.52
"7.8-72,149,7,30,171,33",8.73,2.0,4.0,"72,149,7,30,171,33",7.8,8.73
"7.8-32,114,13,57,246,228",7.7,8.0,13.0,"32,114,13,57,246,228",7.8,7.7
"7.8-20,159,182,86,222,181",14.28,2.0,4.0,"20,159,182,86,222,181",7.8,14.28
"7.8-108,177,88,58,181,202",8.63,3.0,6.0,"108,177,88,58,181,202",7.8,8.63
"7.8-212,202,110,152,68,229",8.77,9.0,25.0,"212,202,110,152,68,229",7.8,8.77
"7.8-32,50,51,210,112,61",12.52,2.0,3.0,"32,50,51,210,112,61",7.8,12.52
"7.8-164,75,213,152,247,174",7.88,3.0,3.0,"164,75,213,152,247,174",7.8,7.88
"7.8-48,236,165,220,64,63",8.6,2.0,6.0,"48,236,165,220,64,63",7.8,8.6
"7.8-92,255,255,144,7,131",15.85,2.0,71.0,"92,255,255,144,7,131",7.8,15.85
"7.8-48,78,38,155,214,98",12.93,3.0,4.0,"48,78,38,155,214,98",7.8,12.93
"7.8-40,53,69,96,185,108",9.08,3.0,112.0,"40,53,69,96,185,108",7.8,9.08
"7.8-48,74,54,155,214,98",16.15,3.0,3.0,"48,74,54,155,214,98",7.8,16.15
"7.8-156,245,49,209,69,163",8.43,1.0,3.0,"156,245,49,209,69,163",7.8,8.43
"7.8-68,216,120,87,119,51",13.15,1.0,94.0,"68,216,120,87,119,51",7.8,13.15
"7.8-156,116,3,202,211,133",8.43,2.0,5.0,"156,116,3,202,211,133",7.8,8.43
"7.8-164,48,74,38,155,214",13.08,2.0,4.0,"164,48,74,38,155,214",7.8,13.08
"7.8-116,165,20,178,229,137",9.13,2.0,2.0,"116,165,20,178,229,137",7.8,9.13
"7.8-164,118,229,160,225,193",9.18,1.0,2.0,"164,118,229,160,225,193",7.8,9.18
"7.8-152,59,103,48,125,65",8.82,1.0,2.0,"152,59,103,48,125,65",7.8,8.82
"7.8-20,178,101,137,47,142",8.63,2.0,2.0,"20,178,101,137,47,142",7.8,8.63
"7.8-48,74,38,155,214,114",9.33,1.0,2.0,"48,74,38,155,214,114",7.8,9.33
"7.8-220,245,5,135,188,57",9.48,2.0,4.0,"220,245,5,135,188,57",7.8,9.48
"7.8-124,21,95,1,139,174",9.48,1.0,2.0,"124,21,95,1,139,174",7.8,9.48
"7.8-60,87,79,155,146,240",9.48,2.0,4.0,"60,87,79,155,146,240",7.8,9.48
"7.8-32,100,203,94,219,103",9.5,2.0,2.0,"32,100,203,94,219,103",7.8,9.5
"7.8-48,74,38,155,214,96",9.62,2.0,3.0,"48,74,38,155,214,96",7.8,9.62
"7.8-160,110,168,60,136,95",9.62,1.0,2.0,"160,110,168,60,136,95",7.8,9.62
"7.8-8,179,175,7,212,61",9.67,1.0,3.0,"8,179,175,7,212,61",7.8,9.67
"7.8-120,54,204,215,101,217",9.65,7.0,10.0,"120,54,204,215,101,217",7.8,9.65
"7.8-48,90,38,155,214,98",9.72,2.0,2.0,"48,90,38,155,214,98",7.8,9.72
"7.8-172,48,74,38,155,214",16.35,1.0,3.0,"172,48,74,38,155,214",7.8,16.35
"7.8-240,89,142,53,178,1",16.35,1.0,2.0,"240,89,142,53,178,1",7.8,16.35
"7.8-88,68,152,162,248,114",9.8,3.0,3.0,"88,68,152,162,248,114",7.8,9.8
"7.8-148,49,203,230,172,175",9.85,4.0,9.0,"148,49,203,230,172,175",7.8,9.85
"7.8-8,74,207,163,234,79",9.85,4.0,17.0,"8,74,207,163,234,79",7.8,9.85
"7.8-164,10,2,230,91,252",15.83,1.0,3.0,"164,10,2,230,91,252",7.8,15.83
"7.8-164,20,178,229,137,47",19.38,2.0,2.0,"164,20,178,229,137,47",7.8,19.38
"7.8-212,109,109,134,11,60",18.07,2.0,3.0,"212,109,109,134,11,60",7.8,18.07
"7.8-240,144,185,104,48,160",17.67,1.0,2.0,"240,144,185,104,48,160",7.8,17.67
"7.8-240,144,185,104,48,162",20.18,2.0,3.0,"240,144,185,104,48,162",7.8,20.18
"7.8-140,83,195,148,92,46",18.48,1.0,2.0,"140,83,195,148,92,46",7.8,18.48
"7.8-164,126,21,95,1,139",22.2,1.0,2.0,"164,126,21,95,1,139",7.8,22.2
"7.8-164,240,27,108,132,118",22.2,1.0,2.0,"164,240,27,108,132,118",7.8,22.2
"7.8-168,182,234,111,120,131",22.92,1.0,2.0,"168,182,234,111,120,131",7.8,22.92
"7.8-144,195,95,15,4,30",23.57,1.0,2.0,"144,195,95,15,4,30",7.8,23.57
"7.8-108,135,25,15,123,144",23.87,1.0,44.0,"108,135,25,15,123,144",7.8,23.87
"7.8-56,251,20,50,26,70",23.9,3.0,67.0,"56,251,20,50,26,70",7.8,23.9
"7.9-32,50,51,210,96,61",11.98,5.0,6180.0,"32,50,51,210,96,61",7.9,11.98
"7.9-172,115,82,76,172,89",11.98,3.0,332.0,"172,115,82,76,172,89",7.9,11.98
"7.9-236,193,171,217,136,197",11.98,2.0,749.0,"236,193,171,217,136,197",7.9,11.98
"7.9-48,74,38,133,29,213",11.98,6.0,4268.0,"48,74,38,133,29,213",7.9,11.98
"7.9-92,102,108,72,204,105",11.07,7.0,923.0,"92,102,108,72,204,105",7.9,11.07
"7.9-48,74,38,155,214,98",11.98,13.0,14662.0,"48,74,38,155,214,98",7.9,11.98
"7.9-108,135,25,15,123,144",4.53,6.0,1284.0,"108,135,25,15,123,144",7.9,4.53
"7.9-156,95,90,12,124,73",11.98,8.0,1630.0,"156,95,90,12,124,73",7.9,11.98
"7.9-112,138,9,131,175,199",12.0,4.0,495.0,"112,138,9,131,175,199",7.9,12.0
"7.9-252,107,240,89,142,53",12.0,3.0,3481.0,"252,107,240,89,142,53",7.9,12.0
"7.9-8,250,121,45,167,67",10.75,8.0,449.0,"8,250,121,45,167,67",7.9,10.75
"7.9-108,33,162,235,7,87",11.97,3.0,419.0,"108,33,162,235,7,87",7.9,11.97
"7.9-20,178,229,137,47,142",12.0,7.0,3944.0,"20,178,229,137,47,142",7.9,12.0
"7.9-56,251,20,50,26,70",3.17,3.0,53.0,"56,251,20,50,26,70",7.9,3.17
"7.9-220,240,144,185,104,48",11.97,6.0,1078.0,"220,240,144,185,104,48",7.9,11.97
"7.9-164,204,185,229,56,107",11.98,5.0,101.0,"164,204,185,229,56,107",7.9,11.98
"7.9-8,74,207,99,147,223",11.97,7.0,354.0,"8,74,207,99,147,223",7.9,11.97
"7.9-188,206,37,205,244,50",5.03,2.0,10.0,"188,206,37,205,244,50",7.9,5.03
"7.9-64,140,31,52,191,11",11.98,4.0,423.0,"64,140,31,52,191,11",7.9,11.98
"7.9-4,207,140,11,128,186",11.98,4.0,1296.0,"4,207,140,11,128,186",7.9,11.98
"7.9-248,45,124,72,127,16",12.0,7.0,564.0,"248,45,124,72,127,16",7.9,12.0
"7.9-60,134,209,115,214,231",11.93,9.0,152.0,"60,134,209,115,214,231",7.9,11.93
"7.9-48,69,150,180,24,101",12.0,2.0,642.0,"48,69,150,180,24,101",7.9,12.0
"7.9-208,151,254,40,222,169",5.62,4.0,541.0,"208,151,254,40,222,169",7.9,5.62
"7.9-76,234,174,20,76,243",5.35,1.0,50.0,"76,234,174,20,76,243",7.9,5.35
"7.9-64,68,253,44,108,157",11.9,3.0,180.0,"64,68,253,44,108,157",7.9,11.9
"7.9-220,245,5,135,187,95",10.87,1.0,80.0,"220,245,5,135,187,95",7.9,10.87
"7.9-112,71,233,44,21,7",12.0,2.0,1412.0,"112,71,233,44,21,7",7.9,12.0
"7.9-36,82,106,59,81,234",11.98,2.0,202.0,"36,82,106,59,81,234",7.9,11.98
"7.9-164,201,57,9,43,253",11.15,5.0,454.0,"164,201,57,9,43,253",7.9,11.15
"7.9-184,55,101,29,72,107",12.0,6.0,929.0,"184,55,101,29,72,107",7.9,12.0
"7.9-128,214,5,75,8,213",12.0,6.0,215.0,"128,214,5,75,8,213",7.9,12.0
"7.9-208,151,254,41,36,198",12.02,4.0,722.0,"208,151,254,41,36,198",7.9,12.02
"7.9-140,37,5,134,24,48",11.93,3.0,47.0,"140,37,5,134,24,48",7.9,11.93
"7.9-48,74,6,133,29,213",4.7,1.0,3.0,"48,74,6,133,29,213",7.9,4.7
"7.9-88,198,240,41,58,135",12.03,11.0,448.0,"88,198,240,41,58,135",7.9,12.03
"7.9-8,250,121,183,224,101",12.02,2.0,127.0,"8,250,121,183,224,101",7.9,12.02
"7.9-124,218,195,126,234,181",12.03,3.0,100.0,"124,218,195,126,234,181",7.9,12.03
"7.9-28,66,125,50,93,223",7.02,2.0,274.0,"28,66,125,50,93,223",7.9,7.02
"7.9-164,125,159,153,152,106",11.9,5.0,57.0,"164,125,159,153,152,106",7.9,11.9
"7.9-252,171,144,115,155,102",4.2,2.0,14.0,"252,171,144,115,155,102",7.9,4.2
"7.9-204,129,42,183,42,73",11.97,9.0,818.0,"204,129,42,183,42,73",7.9,11.97
"7.9-88,102,186,101,140,144",11.83,2.0,297.0,"88,102,186,101,140,144",7.9,11.83
"7.9-240,27,108,132,118,12",12.17,2.0,306.0,"240,27,108,132,118,12",7.9,12.17
"7.9-80,210,245,240,233,85",5.65,1.0,7.0,"80,210,245,240,233,85",7.9,5.65
"7.9-64,140,31,142,167,149",8.6,5.0,315.0,"64,140,31,142,167,149",7.9,8.6
"7.9-152,207,83,224,116,138",4.45,1.0,17.0,"152,207,83,224,116,138",7.9,4.45
"7.9-48,231,188,153,110,173",5.4,1.0,5.0,"48,231,188,153,110,173",7.9,5.4
"7.9-24,2,174,207,62,51",12.28,3.0,222.0,"24,2,174,207,62,51",7.9,12.28
"7.9-28,2,25,109,232,179",12.3,2.0,58.0,"28,2,25,109,232,179",7.9,12.3
"7.9-32,238,40,60,214,136",5.77,1.0,13.0,"32,238,40,60,214,136",7.9,5.77
"7.9-48,74,38,155,86,98",5.82,4.0,5.0,"48,74,38,155,86,98",7.9,5.82
"7.9-104,74,174,67,128,132",9.05,4.0,21.0,"104,74,174,67,128,132",7.9,9.05
"7.9-64,200,31,163,246,107",5.93,1.0,7.0,"64,200,31,163,246,107",7.9,5.93
"7.9-140,37,5,198,24,48",2.98,1.0,3.0,"140,37,5,198,24,48",7.9,2.98
"7.9-240,103,40,135,90,171",12.5,2.0,101.0,"240,103,40,135,90,171",7.9,12.5
"7.9-24,208,197,242,97,13",5.97,1.0,14.0,"24,208,197,242,97,13",7.9,5.97
"7.9-184,148,54,32,44,55",12.63,13.0,476.0,"184,148,54,32,44,55",7.9,12.63
"7.9-48,74,38,155,214,66",6.02,2.0,4.0,"48,74,38,155,214,66",7.9,6.02
"7.9-168,226,195,233,6,76",5.38,3.0,6.0,"168,226,195,233,6,76",7.9,5.38
"7.9-20,94,105,93,76,199",12.6,4.0,551.0,"20,94,105,93,76,199",7.9,12.6
"7.9-220,240,144,249,104,48",5.0,2.0,3.0,"220,240,144,249,104,48",7.9,5.0
"7.9-12,147,143,199,241,133",6.32,2.0,64.0,"12,147,143,199,241,133",7.9,6.32
"7.9-164,48,74,38,155,214",9.35,3.0,7.0,"164,48,74,38,155,214",7.9,9.35
"7.9-240,144,185,104,48,164",5.83,2.0,3.0,"240,144,185,104,48,164",7.9,5.83
"7.9-104,48,161,48,74,38",8.57,2.0,2.0,"104,48,161,48,74,38",7.9,8.57
"7.9-240,144,185,104,48,161",11.65,2.0,3.0,"240,144,185,104,48,161",7.9,11.65
"7.9-92,74,31,185,183,247",5.48,2.0,7.0,"92,74,31,185,183,247",7.9,5.48
"7.9-48,74,102,155,214,98",6.25,3.0,3.0,"48,74,102,155,214,98",7.9,6.25
"7.9-136,17,150,74,78,239",6.37,6.0,48.0,"136,17,150,74,78,239",7.9,6.37
"7.9-228,163,47,85,234,94",5.37,2.0,8.0,"228,163,47,85,234,94",7.9,5.37
"7.9-204,8,251,70,125,190",5.02,3.0,3.0,"204,8,251,70,125,190",7.9,5.02
"7.9-72,125,46,223,247,70",3.28,2.0,2.0,"72,125,46,223,247,70",7.9,3.28
"7.9-112,58,81,118,159,27",12.9,2.0,464.0,"112,58,81,118,159,27",7.9,12.9
"7.9-108,247,132,46,111,88",4.18,2.0,8.0,"108,247,132,46,111,88",7.9,4.18
"7.9-140,217,214,204,25,121",6.72,2.0,28.0,"140,217,214,204,25,121",7.9,6.72
"7.9-212,109,109,134,11,60",6.72,3.0,302.0,"212,109,109,134,11,60",7.9,6.72
"7.9-28,54,187,20,163,246",12.13,2.0,108.0,"28,54,187,20,163,246",7.9,12.13
"7.9-172,48,74,38,155,214",12.22,1.0,22.0,"172,48,74,38,155,214",7.9,12.22
"7.9-160,32,50,51,210,96",11.63,4.0,8.0,"160,32,50,51,210,96",7.9,11.63
"7.9-48,74,38,159,214,98",10.95,2.0,2.0,"48,74,38,159,214,98",7.9,10.95
"7.9-48,74,38,155,214,96",6.75,5.0,13.0,"48,74,38,155,214,96",7.9,6.75
"7.9-160,48,74,38,155,214",13.08,6.0,15.0,"160,48,74,38,155,214",7.9,13.08
"7.9-116,21,117,93,235,62",11.83,2.0,329.0,"116,21,117,93,235,62",7.9,11.83
"7.9-48,75,38,155,214,98",6.9,2.0,5.0,"48,75,38,155,214,98",7.9,6.9
"7.9-236,1,238,73,129,10",5.37,1.0,17.0,"236,1,238,73,129,10",7.9,5.37
"7.9-108,217,76,95,253,145",12.45,5.0,103.0,"108,217,76,95,253,145",7.9,12.45
"7.9-216,50,20,254,96,65",6.72,2.0,2.0,"216,50,20,254,96,65",7.9,6.72
"7.9-36,82,106,59,81,232",6.08,2.0,3.0,"36,82,106,59,81,232",7.9,6.08
"7.9-212,131,4,236,83,154",5.85,2.0,2.0,"212,131,4,236,83,154",7.9,5.85
"7.9-220,240,144,185,104,112",7.17,1.0,4.0,"220,240,144,185,104,112",7.9,7.17
"7.9-8,250,121,194,19,245",12.88,2.0,7.0,"8,250,121,194,19,245",7.9,12.88
"7.9-240,144,185,104,48,168",12.75,1.0,3.0,"240,144,185,104,48,168",7.9,12.75
"7.9-240,144,185,104,48,170",6.63,1.0,2.0,"240,144,185,104,48,170",7.9,6.63
"7.9-168,184,55,101,29,72",13.47,3.0,4.0,"168,184,55,101,29,72",7.9,13.47
"7.9-24,217,143,31,141,109",6.98,6.0,30.0,"24,217,143,31,141,109",7.9,6.98
"7.9-164,220,240,144,185,104",12.75,1.0,8.0,"164,220,240,144,185,104",7.9,12.75
"7.9-88,214,151,17,133,245",12.75,1.0,80.0,"88,214,151,17,133,245",7.9,12.75
"7.9-152,151,204,174,182,173",6.37,2.0,2.0,"152,151,204,174,182,173",7.9,6.37
"7.9-48,90,38,155,214,98",7.75,3.0,3.0,"48,90,38,155,214,98",7.9,7.75
"7.9-36,17,69,161,50,93",14.25,3.0,166.0,"36,17,69,161,50,93",7.9,14.25
"7.9-48,74,38,155,215,98",7.15,3.0,3.0,"48,74,38,155,215,98",7.9,7.15
"7.9-48,74,6,155,214,98",7.87,4.0,5.0,"48,74,6,155,214,98",7.9,7.87
"7.9-164,62,192,217,86,4",12.98,1.0,3.0,"164,62,192,217,86,4",7.9,12.98
"7.9-172,112,58,81,118,159",8.13,2.0,5.0,"172,112,58,81,118,159",7.9,8.13
"7.9-144,195,95,15,4,30",14.45,2.0,143.0,"144,195,95,15,4,30",7.9,14.45
"7.9-168,8,250,121,45,167",11.17,1.0,4.0,"168,8,250,121,45,167",7.9,11.17
"7.9-172,48,74,38,133,29",7.32,2.0,5.0,"172,48,74,38,133,29",7.9,7.32
"7.9-92,255,255,144,7,131",12.98,2.0,48.0,"92,255,255,144,7,131",7.9,12.98
"7.9-164,82,37,35,140,128",7.07,2.0,2.0,"164,82,37,35,140,128",7.9,7.07
"7.9-172,36,17,69,161,50",11.17,1.0,3.0,"172,36,17,69,161,50",7.9,11.17
"7.9-148,54,32,44,55,177",5.62,2.0,2.0,"148,54,32,44,55,177",7.9,5.62
"7.9-192,217,86,4,17,164",12.98,1.0,2.0,"192,217,86,4,17,164",7.9,12.98
"7.9-148,54,32,44,55,169",5.2,2.0,2.0,"148,54,32,44,55,169",7.9,5.2
"7.9-164,112,58,81,118,159",14.45,1.0,3.0,"164,112,58,81,118,159",7.9,14.45
"7.9-164,125,159,153,164,102",7.95,1.0,6.0,"164,125,159,153,164,102",7.9,7.95
"7.9-224,55,191,183,220,186",13.77,1.0,30.0,"224,55,191,183,220,186",7.9,13.77
"7.9-12,155,85,59,171,1",13.62,1.0,3.0,"12,155,85,59,171,1",7.9,13.62
"7.9-168,28,54,187,20,163",13.62,1.0,3.0,"168,28,54,187,20,163",7.9,13.62
